created_date,water_pH,TDS,water_temp
2023-02-12 06:00:00,7.73,362.07,22.97
2023-02-12 07:00:00,7.71,358.27,22.84
2023-02-12 08:00:00,7.68,347.8,22.73
2023-02-12 09:00:00,7.69,352.54,22.65
2023-02-12 10:00:00,7.79,344.23,22.57
2023-02-12 11:00:00,7.74,345.39,22.56
2023-02-12 12:00:00,7.75,351.64,22.56
2023-02-12 13:00:00,7.95,348.08,22.62
2023-02-12 14:00:00,8.14,349.65,22.69
2023-02-12 15:00:00,8.31,350.84,22.75
2023-02-12 16:00:00,8.29,348.62,22.78
2023-02-12 17:00:00,8.31,350.77,22.8
2023-02-12 18:00:00,8.36,348.35,22.75
2023-02-12 19:00:00,8.39,354.04,22.68
2023-02-12 20:00:00,8.39,353.12,22.59
2023-02-12 21:00:00,8.23,349.95,22.49
2023-02-12 22:00:00,7.99,348.67,22.41
2023-02-12 23:00:00,7.83,351.29,22.32
2023-02-13 00:00:00,7.76,349.09,22.25
2023-02-13 01:00:00,7.64,351.45,22.2
2023-02-13 02:00:00,7.46,350.32,22.14
2023-02-13 03:00:00,7.36,343.86,22.08
2023-02-13 04:00:00,7.2,347.82,22.04
2023-02-13 05:00:00,7.06,339.28,21.99
2023-02-13 06:00:00,7.0,342.69,21.94
2023-02-13 07:00:00,6.84,342.84,21.95
2023-02-13 08:00:00,6.77,341.57,22.05
2023-02-13 09:00:00,6.84,342.86,22.22
2023-02-13 10:00:00,6.84,350.09,22.47
2023-02-13 11:00:00,6.81,365.39,22.7
2023-02-13 12:00:00,6.73,358.13,22.94
2023-02-13 13:00:00,6.92,366.43,23.32
2023-02-13 14:00:00,7.25,379.21,23.58
2023-02-13 15:00:00,7.34,383.16,23.71
2023-02-13 16:00:00,7.81,378.54,23.75
2023-02-13 17:00:00,8.08,371.91,23.76
2023-02-13 18:00:00,8.3,370.3,23.75
2023-02-13 19:00:00,8.48,372.21,23.75
2023-02-13 20:00:00,8.6,370.02,23.71
2023-02-13 21:00:00,8.68,365.93,23.65
2023-02-13 22:00:00,8.82,369.79,23.59
2023-02-13 23:00:00,8.94,368.93,23.49
2023-02-14 00:00:00,9.11,364.42,23.39
2023-02-14 01:00:00,9.17,359.17,23.27
2023-02-14 02:00:00,9.2,364.03,23.16
2023-02-14 03:00:00,9.22,356.04,23.07
2023-02-14 04:00:00,9.26,358.28,22.99
2023-02-14 05:00:00,9.23,349.02,22.93
2023-02-14 06:00:00,9.17,344.76,22.85
2023-02-14 07:00:00,9.05,357.14,22.77
2023-02-14 08:00:00,8.73,350.96,22.74
2023-02-14 09:00:00,8.56,346.01,22.74
2023-02-14 10:00:00,8.39,350.16,22.85
2023-02-14 11:00:00,7.33,343.96,23.0
2023-02-14 12:00:00,7.9,365.36,23.14
2023-02-14 13:00:00,7.89,360.46,23.2
2023-02-14 14:00:00,7.62,396.04,23.33
2023-02-14 15:00:00,7.74,356.61,23.5
2023-02-14 16:00:00,7.98,363.47,23.6
2023-02-14 17:00:00,8.26,366.85,23.63
2023-02-14 18:00:00,8.45,365.87,23.63
2023-02-14 19:00:00,8.71,360.91,23.59
2023-02-14 20:00:00,8.9,367.18,23.55
2023-02-14 21:00:00,9.03,361.27,23.49
2023-02-14 22:00:00,9.24,359.82,23.4
2023-02-14 23:00:00,9.4,359.36,23.3
2023-02-15 00:00:00,9.5,361.96,23.21
2023-02-15 01:00:00,9.43,356.0,23.14
2023-02-15 02:00:00,9.54,357.49,23.05
2023-02-15 03:00:00,9.6,357.08,22.97
2023-02-15 04:00:00,9.56,356.7,22.91
2023-02-15 05:00:00,9.54,355.9,22.81
2023-02-15 06:00:00,9.53,352.59,22.75
2023-02-15 07:00:00,9.44,354.86,22.75
2023-02-15 08:00:00,9.25,354.1,22.83
2023-02-15 09:00:00,8.95,356.53,23.0
2023-02-15 10:00:00,8.79,377.27,23.31
2023-02-15 11:00:00,8.63,357.91,23.54
2023-02-15 12:00:00,8.36,374.77,23.83
2023-02-15 13:00:00,8.3,389.89,24.1
2023-02-15 14:00:00,8.25,409.6,24.24
2023-02-15 15:00:00,7.953333333333333,405.73333333333335,24.37333333333333
2023-02-15 16:00:00,7.656666666666667,401.8666666666667,24.506666666666668
2023-02-15 17:00:00,7.36,398.0,24.64
2023-02-15 18:00:00,7.63,411.61,24.62
2023-02-15 19:00:00,7.97,392.06,24.52
2023-02-15 20:00:00,8.2,382.51,24.34
2023-02-15 21:00:00,8.39,373.07,24.19
2023-02-15 22:00:00,8.4,386.28,24.02
2023-02-15 23:00:00,8.43,366.45,23.85
2023-02-16 00:00:00,8.54,378.59,23.7
2023-02-16 01:00:00,8.48,366.32,23.56
2023-02-16 02:00:00,8.62,363.2,23.44
2023-02-16 03:00:00,8.62,361.8,23.31
2023-02-16 04:00:00,8.77,360.39,23.17
2023-02-16 05:00:00,8.97,363.04,23.05
2023-02-16 06:00:00,9.17,356.98,22.96
2023-02-16 07:00:00,9.29,351.71,22.97
2023-02-16 08:00:00,9.19,365.45,23.12
2023-02-16 09:00:00,9.01,349.58,23.3
2023-02-16 10:00:00,9.88,338.0,23.38
2023-02-16 11:00:00,9.575,346.16125,23.495
2023-02-16 12:00:00,9.27,354.3225,23.61
2023-02-16 13:00:00,8.965,362.48375,23.725
2023-02-16 14:00:00,8.66,370.645,23.84
2023-02-16 15:00:00,8.355,378.80625,23.955
2023-02-16 16:00:00,8.05,386.9675,24.07
2023-02-16 17:00:00,7.745000000000001,395.12875,24.185
2023-02-16 18:00:00,7.44,403.29,24.3
2023-02-16 19:00:00,7.7,378.94,24.26
2023-02-16 20:00:00,7.25,351.64,24.22
2023-02-16 21:00:00,7.5,391.22,24.16
2023-02-16 22:00:00,7.27,387.41,24.07
2023-02-16 23:00:00,7.27,389.53,23.98
2023-02-17 00:00:00,7.15,374.36,23.91
2023-02-17 01:00:00,7.17,374.57,23.85
2023-02-17 02:00:00,7.02,365.2,23.78
2023-02-17 03:00:00,7.02,369.01,23.72
2023-02-17 04:00:00,6.93,372.94,23.65
2023-02-17 05:00:00,6.9,367.35,23.54
2023-02-17 06:00:00,6.85,379.57,23.47
2023-02-17 07:00:00,6.82,366.14,23.49
2023-02-17 08:00:00,6.76,378.31,23.52
2023-02-17 09:00:00,7.14,352.67,23.56
2023-02-17 10:00:00,6.83,363.365,23.78
